t,x_0,x_1,x_2,
9197,-0.0240476714564,-0.0126880273487,-0.178589001374,
9209,-0.0241608537803,-0.0127561012013,-0.178601271433,
9235,-0.0247364573086,-0.0130954457706,-0.178640020607,
9251,-0.025401145771,-0.0134899693848,-0.178696364596,
9269,-0.024251864485,-0.012690264189,-0.178484118752,
9287,-0.0248781009995,-0.013057383343,-0.178520065394,
9305,-0.0252166317503,-0.013258966839,-0.178550443137,
9325,-0.0257038609656,-0.0135462452053,-0.178440506555,
9339,-0.0244860854628,-0.0128329106979,-0.178845755952,
9364,-0.0246736988396,-0.0129430091503,-0.178838137332,
9394,-0.0252477356707,-0.013285602827,-0.178807975905,
9415,-0.0258424980893,-0.0136389034868,-0.178571432273,
9430,-0.0261433185615,-0.0138213238794,-0.178552013013,
9451,-0.0248668332485,-0.0133240224263,-0.178782535552,
9468,-0.0249925882388,-0.0134015142184,-0.178700716373,
9486,-0.025364440366,-0.0136272927886,-0.178725741812,
9496,-0.0254953375752,-0.0137089936319,-0.178772510825,
9515,-0.0256421771173,-0.0137974092508,-0.178804168794,
9537,-0.0243808859959,-0.0131651214272,-0.178776561499,
9558,-0.0245790219694,-0.0132925058335,-0.178757718302,
9573,-0.024840759239,-0.01345652085,-0.178741706194,
9591,-0.0251857750063,-0.0136709086099,-0.17882986268,
9609,-0.0254613881955,-0.0138422633629,-0.178899674822,
9629,-0.0243502523223,-0.0130197379833,-0.178881786096,
9656,-0.0246619543851,-0.0132148916131,-0.178979477974,
9670,-0.0246619543851,-0.0132148916131,-0.178979477974,
9688,-0.0250398036216,-0.0134418504498,-0.179091307274,
9712,-0.0256927562189,-0.013838941179,-0.179375830199,
9730,-0.0245152222295,-0.0135854492315,-0.179424234738,
9755,-0.0248152066515,-0.0137704079228,-0.179425319991,
9769,-0.0248152066515,-0.0137704079228,-0.179425319991,
9792,-0.0255093182628,-0.0141950878181,-0.179843639319,
9815,-0.025878225432,-0.0144266358226,-0.180246961595,
9840,-0.0242530062897,-0.0138375434651,-0.179916223637,
9855,-0.0243319629631,-0.0138884562789,-0.180007399942,
9875,-0.0247594822014,-0.0141545319251,-0.180361335707,
9888,-0.0249340727623,-0.014262428671,-0.180494676841,
9910,-0.0250304375598,-0.0143249278219,-0.180611740898,
9930,-0.0243128834758,-0.0137931598755,-0.180825794934,
9953,-0.0244622965041,-0.013884985938,-0.180940618568,
9972,-0.0248360182483,-0.0141202056393,-0.181152828439,
9990,-0.0251133793289,-0.0142926439358,-0.181336699912,
10012,-0.0253577227398,-0.0144461894167,-0.181586028749,
10038,-0.0241030707991,-0.0137059377747,-0.181856125519,
