t,x_0,x_1,x_2,
47534,0.0564682048955,0.0508437670063,-0.949998290963,
47554,0.057189343401,0.0508594204694,-0.949740017105,
47575,0.056343797064,0.0508801770002,-0.950319073174,
47597,0.0559853573195,0.0508885977237,-0.950558861148,
47617,0.0555928489638,0.0508980165244,-0.950816688168,
47635,0.0555928489638,0.0508980165244,-0.950816688168,
47655,0.0566233079747,0.0506326198851,-0.95073925401,
47673,0.0560055035832,0.0506432287806,-0.951139807027,
47693,0.0557145398455,0.0506487553482,-0.951324594664,
47719,0.0553909176056,0.0506550671115,-0.95152615301,
47734,0.0569704839497,0.0505602453591,-0.950930831664,
47749,0.0564314826589,0.0505715186208,-0.951254858085,
47771,0.0559689172871,0.0505814807827,-0.951525048142,
47790,0.0556761282118,0.0505870485057,-0.951692577018,
47809,0.0556761282118,0.0505870485057,-0.951692577018,
47833,0.0562212962845,0.0504267348614,-0.952277069319,
47848,0.0562212962845,0.0504267348614,-0.952277069319,
47867,0.0558059929456,0.0504305437412,-0.952523711192,
47893,0.0555635056791,0.0504334018719,-0.952666010212,
47914,0.0551361831162,0.0504420321478,-0.952912640582,
47944,0.054355463605,0.0504732057255,-0.953334683142,
47965,0.0554306360019,0.0503519176641,-0.953240282416,
47987,0.0550822391763,0.0503765699276,-0.953400689672,
48001,0.0547792870434,0.0504005528523,-0.953529759718,
48024,0.0555849099301,0.0505251680973,-0.954138594656,
48040,0.0552288748967,0.0505583946346,-0.95427843085,
48060,0.0549297769504,0.0505869154155,-0.954390908801,
48078,0.0545416711419,0.0506249390633,-0.954528047566,
48096,0.0545416711419,0.0506249390633,-0.954528047566,
48114,0.0538609379251,0.050693071989,-0.954744493814,
48134,0.0538609379251,0.050693071989,-0.954744493814,
48151,0.0541670408649,0.0504817983663,-0.955241673836,
48172,0.0535774271739,0.0505416784347,-0.955385489786,
48193,0.0531049661465,0.0505903092502,-0.955484549597,
48210,0.052917917112,0.0506099144686,-0.955519446451,
48240,0.0531018698372,0.0506624174001,-0.955946052295,
48253,0.0531018698372,0.0506624174001,-0.955946052295,
48291,0.0518638128349,0.0507613288466,-0.95606302758,
48295,0.0518638128349,0.0507613288466,-0.95606302758,
48317,0.0511526445287,0.0508031938781,-0.956102771389,
48334,0.0511526445287,0.0508031938781,-0.956102771389,
48358,0.0504577154349,0.0505526528034,-0.95680469392,
48379,0.0481787419189,0.050624866484,-0.956903592624,
48399,0.045289721594,0.0507033441324,-0.957020529385,
48420,0.044127197398,0.0507330675544,-0.95706223588,
48435,0.0434476025606,0.0507287933957,-0.957203698809,
48459,0.0413545736321,0.0507801908145,-0.957260618985,
48475,0.0391062803753,0.050833726505,-0.957309140856,
48495,0.0355031086998,0.0509157472453,-0.957361960722,
48514,0.0338827057912,0.0510378651843,-0.958230822234,
48549,0.030751198578,0.0511069588133,-0.958257730894,
48562,0.0280959470042,0.0511646786183,-0.958264468496,
48575,0.0280959470042,0.0511646786183,-0.958264468496,
48605,0.0219634312015,0.051294383618,-0.958230430297,
48616,0.0193494920418,0.0513471673179,-0.958198912206,
48633,0.0177280389469,0.051046540221,-0.959103097324,
48669,0.0156587140564,0.0510852327408,-0.959074864716,
48681,0.0104119891513,0.0511818642174,-0.958986359895,
48702,0.00628447622402,0.0512555461071,-0.958905127887,
48739,0.00227300146897,0.0513247424362,-0.958821579245,
48741,0.00227300146897,0.0513247424362,-0.958821579245,
48760,0.00130527628838,0.0511135508376,-0.960056228676,
48780,-0.00549718638304,0.0512217887627,-0.95993872281,
48802,-0.0122664319833,0.0513240468818,-0.959874109446,
48819,-0.0122664319833,0.0513240468818,-0.959874109446,
48847,-0.0150531338833,0.0513627721067,-0.959876025893,
48863,-0.0212972660113,0.051349725524,-0.961009972024,
48884,-0.0289851807793,0.0514299554039,-0.961341859637,
48908,-0.0341564672226,0.0514751429078,-0.961637424448,
48925,-0.0399119337254,0.0515201189764,-0.962019627434,
48941,-0.0399119337254,0.0515201189764,-0.962019627434,
48960,-0.0595420812802,0.0513041135474,-0.96497091868,
48992,-0.0665237924443,0.0513424891425,-0.965536355945,
49000,-0.0762084168257,0.0513930058522,-0.966323954276,
49020,-0.0762084168257,0.0513930058522,-0.966323954276,
