time,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
9.030804273672402,2.3360732479833533,0.19534102272193932,0.7826586337794873,0.008363958510019486,0.0016355080107887927,0.0009670159683065994,0.9999632164193373
9.040704843588173,2.3361869897848924,0.19473768703324304,0.7826045382284822,0.007594713490126745,0.0020032583003126016,0.0003334118079069495,0.999969097582396
9.053917047567666,2.336333483794797,0.19413902910113456,0.782517261469609,0.007362541226238699,0.002017787054648686,0.0002786643406286494,0.9999708215084475
9.061483976431191,2.336454496041923,0.19346641941115497,0.7824804800555106,0.0070892303246022385,0.0020245186699066136,0.00047876939463194933,0.9999727070862618
9.07099783141166,2.336721793387041,0.19286025879752425,0.7824197703909518,0.007266135421615562,0.0011875253630565903,-0.0004129771545824845,0.9999728108850844
9.080936548300087,2.336915071806349,0.19237776502447157,0.7823951387326187,0.007782300301229045,0.0006177994955277723,0.0003292842059523887,0.9999694723828906
9.09062206465751,2.337050151218973,0.19178972004473555,0.7823134724935122,0.008061046778928119,0.0006925853664270774,-8.985887435732449e-05,0.9999672653520819
9.100527164526284,2.337244496521477,0.1912283509790652,0.7822422794388677,0.008148934653807742,0.000580336068377005,-0.0003637167264977048,0.9999665623330606
9.110999939031899,2.337470461826685,0.19054696520912698,0.7822192466025369,0.007831831427104821,0.0008565777555120034,0.00023624818813481542,0.9999689359564325
9.121924516744912,2.3377302385842267,0.1899922007609853,0.7821643241465951,0.007762093726849575,0.000655260626029829,-2.261320572010662e-06,0.9999696598044233
9.130758878774941,2.3379430910600636,0.18940918618464003,0.7820988238625026,0.007776408081225387,0.000468501241518558,-0.0001442648500165995,0.9999696431250271
9.142024395056069,2.3381490083260537,0.18879649861384779,0.7820561499734581,0.008087035931076163,0.00028632088319437685,-0.00042632565992240277,0.9999671675193307
9.153631088323891,2.338393701460876,0.18818970600660326,0.7820085869950515,0.007994274815418104,3.652088751038004e-05,-0.00046541646011336377,0.999967936297919
9.161593553610146,2.3386549158809737,0.1876004843111878,0.7819540660406885,0.007918312284303744,3.1855647793547135e-05,-0.00021345787231308484,0.9999686263836094
9.170868990011513,2.3388524600766076,0.1870045815951009,0.7818857359912378,0.007717240309101436,0.0003402219264959384,-0.000752515187487063,0.9999698806323843
9.181306001730263,2.3391363174723625,0.18631023392680907,0.7818655976425763,0.007354305502454218,0.00022043883261149488,-0.0003945249778258956,0.9999728546052336
9.191200372762978,2.3393622890875188,0.1856190800208949,0.7818503335249669,0.007311431810289539,0.0004995467371124459,-8.606340402589787e-05,0.9999731426448569
9.201490041799843,2.3396271902293764,0.18511643458258156,0.781796859789714,0.00787511563675654,0.0002957514029144166,-0.00022827133480255167,0.9999689210055547
9.211002943105996,2.339891889959784,0.18458968369987167,0.7817531691547029,0.00822998461702321,-0.00014628500112933828,0.00032298757194453557,0.9999660702408509
9.2225242825225,2.3401804858144857,0.18389674115694354,0.7817127670777485,0.00844324367950939,-0.0001970074896548518,0.0006119995974273169,0.99996414849769
9.231112358160317,2.340425753267887,0.18315985615928043,0.7816850572749041,0.007924268108421338,0.0004312560985196494,-0.00032452932190008037,0.9999684568394358
9.241834518499672,2.3406994714135787,0.18259482850940184,0.7816415720069122,0.007550442599107864,0.0007001864576892876,-7.466273714218765e-05,0.9999712470771136
9.260671493597329,2.3409767956473306,0.18187915385613693,0.7816134070038334,0.006718794275524278,0.001464794773918197,0.00042893593958281414,0.9999762638151534
9.266935226507485,2.341320119370732,0.18126226255000685,0.7815477891349013,0.006893365918562521,0.0014811781797672728,0.0004356742478298843,0.9999750485914448
9.273512956686318,2.341649840925662,0.18067304318708605,0.7815338872518529,0.0073408842828827404,0.0010987660940735206,0.0003585825954492593,0.9999723873935411
9.282031652517617,2.3419295521597396,0.18016487911096324,0.781489614649437,0.007737910125749015,0.0011662274294719551,0.00014718881657904576,0.9999693710288935
9.291129705496132,2.3422927610572026,0.1795204156289315,0.7814375236761357,0.007913831004807782,0.0014660030132136715,0.0005839329086327832,0.9999674400380999
9.301349279470742,2.3425867816021055,0.17888197329226488,0.781415949426065,0.007853859546002697,0.002532076577883238,0.00023551037507477365,0.999965924426077
9.311212656088173,2.3429082527043295,0.1783024355260575,0.7813526911442165,0.008015708263129117,0.0029528039604049057,-2.853342176301232e-05,0.9999635136121996
9.321691629476845,2.3432279954050594,0.17752572400270464,0.7813133593527554,0.007816923923754781,0.0034494035477978086,9.901783642654657e-05,0.9999634930891241
9.331379768438637,2.3436169379850424,0.17689601662825175,0.7812557666089888,0.007282615673314677,0.0035277811654357252,-4.361542205922245e-05,0.9999672576473185
9.34239470679313,2.3439605470867257,0.17621220238120971,0.7812398656199592,0.006696334974884647,0.00400174440540764,-0.00022356926789488324,0.999969547114511
9.352775213308632,2.3444253900015632,0.17567543258155996,0.7811605649112111,0.007607708430917687,0.003337430256525851,-0.0001850920340201061,0.9999654744403188
9.361285326071084,2.344854927395847,0.1750917213161578,0.7811038524690073,0.007826626212819895,0.003149693258129777,0.0005103225487753892,0.9999642808247706
9.370615598745644,2.3452729873199085,0.174391547404515,0.7810785176220015,0.007484007036081886,0.0033938667163852547,0.0003262688381942547,0.9999661818561869
9.38187372405082,2.3457297976490326,0.17380223472790368,0.7810107993932591,0.007942208110313046,0.0030281449279430926,8.464548007645724e-05,0.9999638715992546
9.393188592977822,2.3462148585453484,0.17310435737524205,0.7809825094418238,0.007703378543838391,0.0026418683986840726,7.665114821501873e-05,0.9999668357575544
9.401132461614907,2.3467311098384283,0.17240647429431993,0.7809372712691132,0.007572331266225126,0.0019776524174675964,0.0008735478901150451,0.9999689923213589
9.411076423712075,2.3472218231320343,0.17180677916079334,0.7808890452201999,0.00794999928891112,0.0014285977167708863,0.0004053899737644464,0.9999672956046308
9.4221252175048,2.347805530785118,0.17122800297942953,0.7808316018318349,0.00785492086857727,0.00018005085179950066,-9.786621910582493e-05,0.9999691286345006
9.431579229421914,2.348276050370628,0.17057545958509324,0.7807866738051911,0.008192031435885904,0.0001015963844314991,0.0004932845722543136,0.9999663179174881
9.441380855627358,2.3488062659032427,0.16990918459428747,0.780750544901679,0.008162123238475072,-0.0004282397472815718,0.00022368294850726888,0.9999665726017533
9.452004310674965,2.3493343723461826,0.16920652957629698,0.7807282983849629,0.007496469132024396,-0.0003929784493266677,-0.00010189707113360416,0.9999718186706453
9.46122753340751,2.3498904318678244,0.16854325153917274,0.780690167083848,0.007387895039169332,-0.0005488469003055209,0.00033062907773105866,0.9999725038511725
9.470835086889565,2.3504354935990768,0.16781232038734326,0.7806831161228913,0.00683516728286551,-0.000784101316731417,-0.00036229944383080317,0.9999762669245973
9.482012865133584,2.350986135003152,0.1672430838297904,0.7806576851406289,0.007540846485630956,-0.002108084418997308,-7.766884289072282e-05,0.9999693423210101
9.497937557287514,2.35150840629772,0.16649584310377294,0.7806960271561865,0.007351170087597652,-0.002496405513339116,0.0008387362591215174,0.9999695119249106
9.505767938680947,2.352029413275134,0.16575294312498182,0.7807342416025663,0.007149395951224769,-0.0023916755036398236,-0.00013172029500773492,0.9999715739337703
9.513326284475625,2.3525707466969186,0.16516179961840324,0.7807326028000207,0.006934801913307377,-0.0023801033509883423,-4.225509007107415e-06,0.9999731214450751
9.525472280569375,2.353142678388888,0.16450208798125954,0.7807059288761141,0.0065726631569244685,-0.002318417612720423,-4.534911577018193e-05,0.9999757111961552
9.53321683127433,2.3536447371413205,0.16379544116437494,0.7807989255810659,0.006421527902772895,-0.0022299424408561666,0.00018425999868118114,0.999976878424875
9.56077301222831,2.3541891953308323,0.16313013317756964,0.7808609220602523,0.006986876214720264,-0.002682086549525668,0.00029991984459844327,0.999971949616882
9.790418026037514,2.367394111814021,0.1467976950542591,0.7843518661904494,0.00847336039270086,0.0016523952236916944,-8.7292429784237e-05,0.9999627313723807
9.802265522070229,2.368003406496202,0.14618918558208274,0.7845854910121822,0.008640931973136558,0.0020972284755147543,9.572171905593676e-05,0.9999604626007519
9.810593006201088,2.3686289826102445,0.14546845387039056,0.7847900092726776,0.009142990907972142,0.0019884525324203556,-0.0004457238576832293,0.999956125589531
9.822498437948525,2.3692642943567184,0.1446524719154919,0.7850447238406175,0.008983199753190747,0.002291199292646041,-0.0003869565552165611,0.999956950469679
9.831097242422402,2.3699201992518044,0.14404968423970915,0.7852928020760699,0.00951701546403494,0.0022179130885943443,-0.00029706376489391467,0.9999522083736344
9.84101974684745,2.3705485918465814,0.14335962218222142,0.7855412879905536,0.010086113989698485,0.0025870675941722966,-0.00039279676031170297,0.9999457100745796
9.851463195867836,2.37124923633736,0.14254175035737862,0.78579597949361,0.010254497845060375,0.0025450543139491975,-0.001013245522721583,0.9999436690664107
9.861522075720131,2.3719686056419507,0.14172204246651365,0.7860313597441696,0.009681851589241546,0.0024896870965055453,-0.0011681302057503697,0.9999493480570842
9.868652698583901,2.372626473509569,0.14095705060062855,0.7863217469696385,0.009325461035656915,0.003017840638578492,-6.313205983228894e-05,0.999951961060478
9.875806924887002,2.373384034109675,0.14022581118239166,0.7865606809064266,0.009587840231656068,0.002597651245730645,-0.00037969803992652,0.9999505894578473
9.882511016912758,2.3740712683400265,0.13946224031060905,0.7868363542792027,0.010071879974750085,0.0026456243357343805,-0.0006223768730279945,0.9999455837957766
9.890242216177285,2.3748639022743214,0.1386866829178705,0.7870915358439328,0.009830581195238424,0.0024243738046745033,-0.0006696705598482741,0.9999485154878527
9.90066730696708,2.3756100799248334,0.1378689771651362,0.7873563249090332,0.00947973943402216,0.0027931772366493225,-0.0003577767581532581,0.999951101152941
9.909525987692177,2.3763271373438988,0.13717247609816005,0.7876492899810813,0.009452368380811631,0.003088775283357767,-0.0011156413225205893,0.9999499325184646
9.921166774816811,2.377087000840882,0.13632634034003072,0.787898276220097,0.009505463625902915,0.0028776365377758614,-0.0011102266703976733,0.9999500651362314
9.930442211218178,2.3779657553393396,0.13547720183720371,0.7882102353598713,0.008510449572690376,0.0024764670487545,-0.0009430562567373147,0.9999602742128928
9.941177961416543,2.3787476638344285,0.1346826848416296,0.78843520674566,0.008435519680326095,0.002190832064353082,-0.0009401801823747913,0.999961578423798
9.952406761236489,2.379569491107839,0.13376301601998244,0.7887323103443303,0.007842755718412428,0.0019634509237477153,-0.0004890194315547265,0.9999671979136151
9.961132165975869,2.3804209048901828,0.1330106527719057,0.7889391656161503,0.008185901537113374,0.0012008488668247728,-0.0012107407642592074,0.9999650409313445
9.971149084158242,2.38128656077917,0.13219293667620924,0.7891621388733586,0.007491499228191328,0.0008238522172196793,-0.00014287433920745837,0.999971588743281
9.981227991171181,2.382111550194615,0.13129976299125995,0.7894021124456576,0.0070713662999385574,0.0005535306694908635,-0.0011507160386670643,0.9999741822842471
9.989358779974282,2.3829354736655186,0.1305349566917968,0.7896171698535139,0.006769392240492439,0.0005495784957531258,-0.0015889023594242411,0.9999756740448558
